type,sugar,freeSO2,totalSO2,density,pH,alcohol,quality
2,14.5,39,193,0.9986,3.1,9.2,6
2,14.5,39,193,0.9986,3.1,9.2,6
2,14.5,39,193,0.9986,3.1,9.2,6
2,1.5,24,101,0.98923,3.21,13,5
2,18.75,32,193,1.00014,3.1,9.3,7
2,3.6,36,92,0.99026,3.22,12.6,8
2,1.4,60,247,0.99358,3.34,9.6,6
2,5.1,64,157,0.99688,3.42,8,3
2,10.5,34,105,0.99407,3.11,11.8,6
2,2,39,154,0.99226,3.21,10.2,6
2,2.6,26,126,0.99097,3.32,12.7,6
2,9.2,42,214,0.9976,3.31,9.4,5
2,1.8,21,115,0.99166,3.1,10.2,5
2,5.7,27,91,0.99184,3.28,12,7
2,2.4,29,100,0.99135,3.08,11.3,7
2,1.9,40,118,0.99074,3.32,11.8,7
2,1.4,40,129,0.99193,3.45,10.9,5
2,0.9,32,99,0.99226,3.14,9.8,4
2,4.6,29,154,0.99142,3.23,12.2,8
2,1.4,21,125,0.99091,3.23,11.1,7
2,9.2,42,214,0.9976,3.31,9.4,5
2,1.4,23,140,0.99134,3.06,11.4,6
2,1.8,21,115,0.99166,3.1,10.2,5
2,2.3,20,127,0.98964,3.13,12.8,6
2,2.3,43,125,0.99229,3.07,10.1,7
2,4.4,35,168,0.99396,2.93,9.4,6
2,6.4,38,103,0.99148,2.91,12.2,6
2,2.9,40,121,0.9913,3.07,10.9,7
2,2.8,40,122,0.99126,3.06,10.9,7
2,2.9,40,121,0.9913,3.07,10.9,7
2,4.4,35,168,0.99396,2.93,9.4,6
2,8.2,60,196,0.99562,3.14,9.4,5
2,1,10,80,0.99128,3.08,11.4,5
2,2.9,21,73,0.98896,3.17,12.9,8
2,7,59,194,0.99558,3.14,9.4,5
2,1.8,29,84,0.98961,2.91,12,7
2,1.5,19,113,0.99338,3.38,10.1,6
2,7,59,194,0.99558,3.14,9.4,5
2,8.2,60,196,0.99562,3.14,9.4,5
2,7.6,54,184,0.99572,3.17,9.2,5
2,2.3,43,109,0.99056,3.34,11.8,6
2,8.7,31,105,0.99146,3,12.3,7
2,1,10,80,0.99128,3.08,11.4,5
2,2.9,21,73,0.98896,3.17,12.9,8
2,6.7,26,91,0.99172,3.13,12.3,6
2,5,36,93,0.99012,3.27,13.5,7
2,1.9,41,142,0.98912,3.29,12.8,7
2,2,33,96,0.98902,3.04,12.8,7
2,1.9,41,142,0.98912,3.29,12.8,7
2,8.5,124,208,0.99395,2.9,11,3
2,12.6,19,124,0.99539,3.2,10.6,6
2,5.2,35,96,0.99129,3.16,12.4,7
2,2.1,33,142,0.98956,3.22,12.9,7
2,1.1,67,152,0.9916,3.54,11.1,7
2,1.3,36,95,0.98889,3.08,12.9,7
2,1.1,14,64,0.99012,3.1,11.8,7
2,9.2,66,243,0.99833,3.23,9.1,6
2,1.2,19,74,0.98853,3.09,12.7,7
2,1.1,31,96,0.98942,3.16,12,6
2,8.3,32,105,0.99266,3.24,11.2,6
2,1.8,26,105,0.98962,3.19,12.4,7
2,1.4,48,148,0.99168,3.5,10.4,5
2,15.7,29,124,0.9968,3.06,10.4,5
2,4.35,15,80,0.98934,3.29,12.7,6
2,1.8,30,105,0.98995,3.48,12.5,7
2,1.6,15,103,0.991,3.14,12,6
2,2,13,117,0.99152,3.16,11.6,6
2,5,42,126,0.99048,3.12,12.6,7
2,1.8,62,178,0.99204,3.15,10.2,5
2,1.3,11,70,0.99202,3.43,10.4,7
2,1,18,122,0.9906,3.3,11.5,5
2,1.4,36,112,0.99091,3.02,11,6
2,8.1,45,176,0.99472,3.11,10.1,6
2,8.6,47,159,0.99452,3.08,10.5,6
2,3.7,29,151,0.99177,3.23,12.1,7
2,5.7,42,146,0.9934,3.18,9.9,6
2,2.35,23,87,0.99082,3.05,11.4,6
2,13.65,52,189,0.99784,3,9.5,6
2,13.65,52,189,0.99784,3,9.5,6
2,13.65,52,189,0.99784,3,9.5,6
2,15.2,6,41,0.99665,3.17,10.9,6
2,4.6,23,98,0.99422,3.08,9.5,6
2,1.2,19,125,0.98999,3.32,12.6,6
2,4.6,23,98,0.99422,3.08,9.5,6
2,6.65,34,104,0.99254,3.18,11.1,5
2,13.55,51,189,0.99782,3,9.5,7
2,13.65,52,189,0.99784,3,9.5,6
2,9.8,64,188,0.9952,3.13,10.6,6
2,10.3,64,185,0.99519,3.12,10.6,6
2,6.7,43,157,0.99384,3.15,10.8,6
2,15.2,6,41,0.99665,3.17,10.9,6
2,9.9,26,101,0.99596,3.34,9.9,6
2,7.2,41,132,0.9935,3.08,11.3,6
2,1.1,47,90,0.98862,3.22,12.6,6
2,8.3,29,81,0.99151,2.96,12.5,6
2,11.25,31,87,0.9922,3.02,12.4,6
2,12.8,29,132,0.99426,3.31,11.8,7
2,9.65,26,119,0.99168,3.18,12.2,6
2,12.6,54,136,0.99556,3.19,10.7,6
2,12.2,25,97,0.99356,3.17,11.3,7
2,8.3,29,81,0.99151,2.96,12.5,6
2,11.25,31,87,0.9922,3.02,12.4,6
2,1.3,12,72,0.99072,3.05,11.3,7
2,9.9,26,101,0.99596,3.34,9.9,6
2,7.2,41,132,0.9935,3.08,11.3,6
2,1.1,47,90,0.98862,3.22,12.6,6
2,1.1,38,67,0.98954,3.14,11.5,6
2,4.8,26,76,0.99076,2.98,12.3,7
2,1.1,31,111,0.9889,2.97,12.2,6
2,1.4,30,114,0.98794,3.08,13.2,6
2,1.7,53,161,0.99207,3.13,10.2,6
2,10.6,32,117,0.99355,3.05,11.5,7
2,1.4,30,114,0.98794,3.08,13.2,6
2,1.1,31,111,0.9889,2.97,12.2,6
2,5.55,51,139,0.99336,3.47,11,6
2,2.1,49,121,0.98882,2.98,13.2,7
2,1.7,57,135,0.99341,3.32,9.5,5
2,9,38,132,0.997,3.25,10.2,6
2,1.7,53,161,0.99207,3.13,10.2,6
2,1.8,51,189,0.99174,3,11.4,6
2,4.7,56,140,0.99042,3.16,12.5,8
2,11.3,87,221,0.9984,3.01,9.2,5
2,3.6,29,121,0.99111,3.28,12.1,7
2,6.9,51,125,0.9933,3.1,10.7,7
2,3.6,29,121,0.99111,3.28,12.1,7
2,4.9,50,156,0.99316,3.38,11.2,6
2,6.95,42,179,0.9946,3.25,10.6,6
2,1.9,34,126,0.99,3.06,11.8,6
2,4.7,56,140,0.99042,3.16,12.5,8
2,11.3,87,221,0.9984,3.01,9.2,5
2,1.8,22,80,0.99016,2.95,12.6,6
2,11.3,11,77,0.99381,3.13,12.8,7
2,8.2,35,112,0.99144,3,12.3,6
2,8.3,37,113,0.99139,2.99,12.3,8
2,9.55,35,91,0.9919,2.98,12.4,6
2,8.4,35,115,0.99192,2.93,12.3,6
2,7.8,52,188,0.99576,3.2,9.1,5
2,7.8,48,186,0.9958,3.2,9.1,5
2,10.2,43,138,0.9951,3.1,10.6,6
2,5.5,44,189,0.99304,3.19,10.3,6
2,7.8,52,183,0.99657,3.39,9.5,5
2,7.4,25,95,0.99268,3.25,11.1,6
2,3.3,18,143,0.99392,3.12,10.8,6
2,5,34,120,0.99242,2.94,11.2,5
2,3.3,18,143,0.99392,3.12,10.8,6
2,5,52,99,0.9925,2.87,11.4,5
2,1.3,9,94,0.99092,3.21,11.2,6
2,1.2,14,119,0.99137,3.19,10.2,6
2,7.4,25,95,0.99268,3.25,11.1,6
2,7.8,52,183,0.99657,3.39,9.5,5
2,9.9,63,192,0.99642,3.12,10.2,6
2,0.7,24,111,0.9916,3.37,11,3
2,4.6,32,148,0.99458,3.15,11.5,7
2,5.6,37,127,0.99373,3.05,9.8,6
2,9.5,56,157,0.99586,3.11,10.1,6
2,14.8,31,195,0.99942,2.95,8.8,6
2,4.6,32,148,0.99458,3.15,11.5,7
2,2.1,50,163,0.9895,3.39,12.7,7
2,11.6,34,214,0.9963,3.1,9.8,6
2,1.2,18,76,0.9892,3.16,12.9,4
2,11.6,34,214,0.9963,3.1,9.8,6
2,2.1,50,163,0.9895,3.39,12.7,7
2,20.15,30,145,1.00196,3.01,8.5,5
2,4.7,28,81,0.99036,3.24,12.7,8
2,4.3,22,105,0.989,2.98,13.1,8
2,14.5,48,156,0.99947,3.35,9.1,5
2,4.9,18,122,0.9916,3.36,12.5,6
2,14.55,47,156,0.99945,3.34,9.1,6
2,14.55,47,156,0.99945,3.34,9.1,6
2,10.05,63,162,0.99375,3.33,11.2,6
2,4.9,18,122,0.9916,3.36,12.5,6
2,14.5,48,156,0.99947,3.35,9.1,5
2,14.55,47,156,0.99945,3.34,9.1,6
2,15.25,45,158,0.99946,3.34,9.1,6
2,3.15,41,117,0.99153,3.24,11.5,5
2,1.3,30,86,0.98834,3.05,12.9,7
2,5.2,19,92,0.99138,2.95,12.5,6
2,1.1,26,83,0.98928,3.25,12.3,6
2,7.1,20,97,0.99246,3.1,11.4,6
2,8.8,24,113,0.99576,3.22,9.4,5
2,18.5,65,224,0.99956,3.11,9.1,5
2,8.8,24,113,0.99576,3.22,9.4,5
2,1.4,35,106,0.99026,3.16,12,5
2,1.2,31,111,0.99174,3.18,11.1,5
2,5,14,97,0.99058,3.1,11.8,7
2,1.6,36,106,0.9905,3.24,11.4,6
2,18.75,65,224,0.99956,3.11,9.1,5
2,6,59,128,0.99192,3.19,12.1,8
2,9.4,34,178,0.99554,3.15,10.4,6
2,9.7,33,98,0.99536,3.12,9.2,6
2,4.75,29,134,0.99056,3.29,13,7
2,6,59,128,0.99192,3.19,12.1,8
2,5.35,43,106,0.99112,2.93,11.5,7
2,5.35,43,106,0.99112,2.93,11.5,7
2,6.8,13,134,0.99616,3.23,10,5
2,6.9,23,89,0.99266,3.25,11.1,6
2,1.4,40,107,0.98918,3.26,12.4,5
2,0.9,29,86,0.98926,2.9,12.2,6
2,1.2,60,172,0.99114,3.06,10.6,5
2,1.3,55,145,0.9912,3.41,11.1,7
2,2.6,17,123,0.98936,3.36,13.9,7
2,12,68,143,0.9983,2.99,9.2,6
2,9.85,41,103,0.99532,2.98,10.5,6
2,3.85,105,179,0.99189,3.04,11.3,8
2,2,38,111,0.99,3.24,12.9,6
2,1.6,40,106,0.98914,3.26,12.9,7
2,7.8,52,171,0.99537,3.12,9.6,5
2,1.9,41,108,0.99,3.25,12.9,6
2,2,38,111,0.99,3.24,12.9,6
2,10.3,54,219,0.99742,3.04,8.8,5
2,1.1,27,93,0.98884,3.23,13.2,8
2,12,68,143,0.9983,2.99,9.2,6
2,3.85,105,179,0.99189,3.04,11.3,8
2,9.85,41,103,0.99532,2.98,10.5,6
2,2,24,131,0.99284,3.3,10.5,6
2,4,37,97,0.99026,3.2,12.6,8
2,1.1,36,191,0.99297,3.05,9.5,6
2,10.4,22,184,0.99711,3.31,9.8,6
2,6.1,19,86,0.98934,3.04,13.4,8
2,1.8,39,150,0.9913,3.05,11.8,7
2,10.4,22,184,0.99711,3.31,9.8,6
2,4.7,34,94,0.98964,3.22,13.1,7
2,4,37,97,0.99026,3.2,12.6,8
2,1.1,36,131,0.992,3.26,10.4,5
2,6.4,20,102,0.98944,3.22,13.4,8
2,8.15,14,88,0.99031,3.06,13,7
2,6.1,19,86,0.98934,3.04,13.4,8
2,4.8,39,113,0.99393,3.11,10.2,7
2,1.2,16,98,0.9904,3.07,11.7,6
2,1.1,36,191,0.99297,3.05,9.5,6
2,1.4,25,83,0.99088,3.03,11.7,6
2,7.4,7,81,0.99254,3.04,11.4,8
2,1.8,39,150,0.9913,3.05,11.8,7
2,1,24,111,0.99158,3.09,11.2,6
2,15.5,31,134,0.99408,3.19,13,7
2,15.5,31,134,0.99408,3.19,13,7
2,8.4,42,123,0.99473,3.34,10.9,6
2,2.4,38,102,0.98998,3.14,11.6,7
2,3.95,61,134,0.99146,3.3,11.3,7
2,19.95,42,164,0.99742,3.29,12,6
2,2,18,141,0.99273,3.38,10.5,6
2,3,30,124,0.98922,3.31,13.1,7
2,15.5,31,134,0.99408,3.19,13,7
2,8.4,42,123,0.99473,3.34,10.9,6
2,14.3,30,181,0.99869,3.14,9.1,5
2,4.2,21,93,0.9896,3.18,13.4,7
2,1.4,29,133,0.99108,3.33,11.5,7
2,3,26,118,0.99134,3.38,11.2,7
2,4.9,21,155,0.99385,3.36,10.9,6
2,2.4,35,115,0.98936,3.19,13.5,7
2,14.3,30,181,0.99869,3.14,9.1,5
2,10.7,66,179,0.99606,3.17,9.9,6
2,11,75,167,0.99508,2.98,10.5,6
2,1.4,22,90,0.99038,3.18,11.7,7
2,1.2,30,117,0.99158,3.49,11,6
2,12.9,13,63,0.9932,2.99,13,6
2,10.8,28,95,0.99164,2.93,13.6,6
2,1.3,22,87,0.98987,3.08,12.3,7
2,2,61,171,0.98947,3.25,13.3,7
2,1.8,38,102,0.98819,3.08,13.7,7
2,1.2,26,131,0.99133,3.19,11.1,5
2,7.5,46,132,0.99143,3.23,13.4,7
2,9.7,101,207,0.99571,3.05,9.1,5
2,3.8,61,152,0.99139,3.31,11.3,7
2,7.2,55,178,0.99537,3.2,9.4,5
2,9.7,101,207,0.99571,3.05,9.1,5
2,6.3,40,132,0.99186,3.37,11.6,6
2,6.3,40,132,0.99186,3.37,11.6,6
2,0.8,29,128,0.98984,3.01,12.4,6
2,8.6,65,146,0.9963,3.11,9.8,6
2,6.3,19,50,0.99312,3.09,11.1,4
2,3.1,28,134,0.9897,3.26,13.1,7
2,7.2,45,178,0.9955,3.14,9.7,5
2,7.1,49,179,0.99528,3.15,9.2,5
2,6.4,17,85,0.99279,3.1,11.7,6
2,14.7,50,136,0.99704,3.14,10.6,6
2,7.2,45,178,0.9955,3.14,9.7,5
2,7.1,49,179,0.99528,3.15,9.2,5
2,1.9,30,92,0.9914,3.1,10.9,6
2,1.2,28,105,0.99224,3.23,10.1,5
2,4.8,54,128,0.99074,3.17,12.2,7
2,1.2,27,80,0.98892,3.03,12.7,6
2,3.4,27,99,0.98959,2.98,13,6
2,4.3,43,123,0.99212,3.16,11.2,6
2,8.5,46,153,0.99576,3.2,9.4,6
2,1.8,49,159,0.9919,3.41,11,6
2,1.8,49,159,0.9919,3.41,11,6
2,19.5,69,237,1.00037,3.1,9.2,6
2,8.5,46,153,0.99576,3.2,9.4,6
2,19.9,69,237,1.00037,3.1,9.2,6
2,8.3,24,142,0.992,3.22,12.3,6
2,1.8,49,159,0.9919,3.41,11,6
2,1.1,48,116,0.99218,3.04,10,6
2,16.65,39,110,0.99855,3.24,9,6
2,16.65,39,110,0.99855,3.24,9,6
2,16.65,39,110,0.99855,3.24,9,6
2,0.9,49,87,0.99062,2.92,11.1,6
2,6.1,27,123,0.99362,3.06,9.9,6
2,10.2,17,112,0.99324,3.66,12.2,7
2,0.9,49,87,0.99062,2.92,11.1,6
2,16.65,39,110,0.99855,3.24,9,6
2,3.85,5,34,0.99098,3.01,11.8,4
2,4.4,19,78,0.99036,3.11,12.9,6
2,4.5,23,86,0.99398,2.86,9,5
2,3.2,42,162,0.9903,3.01,12.4,6
2,4.5,23,86,0.99398,2.86,9,5
2,4.4,19,78,0.99036,3.11,12.9,6
2,9.7,15,85,0.99406,2.99,11.2,6
2,4.2,7,112,0.9906,3,12.6,6
2,4.2,20,80,0.99089,3.12,11.5,6
2,1.1,31,93,0.99096,3.07,11.3,7
2,9.7,15,85,0.99406,2.99,11.2,6
2,4.2,20,80,0.99089,3.12,11.5,6
2,5.6,8,31,0.9936,3.32,10.5,4
2,4.2,7,112,0.9906,3,12.6,6
2,1.6,20,87,0.9911,3.15,11.9,6
2,1.6,24,119,0.99396,3.18,10.1,6
2,1.1,32,112,0.99089,3.15,11,7
2,14.6,35,161,0.9968,3.14,10.6,5
2,2.6,39,120,0.99138,3.04,11.3,7
2,1.2,5,124,0.99098,3.1,11.2,4
2,7.25,14,78,0.99238,2.94,11.5,7
2,6.55,33,143,0.99244,2.92,11.1,5
2,7,19,130,0.99176,3.14,12.8,7
2,1.5,12,76,0.98993,3.3,12.3,6
2,1.4,15,102,0.9929,3.26,10.4,6
2,7.25,14,78,0.99238,2.94,11.5,7
2,1,42,104,0.98988,3.16,11.7,7
2,4.2,52,158,0.992,3.35,10.7,7
2,17.5,21,114,0.99784,2.85,9.5,6
2,17.5,21,114,0.99784,2.85,9.5,6
2,17.5,21,114,0.99784,2.85,9.5,6
2,1.5,37,107,0.99006,3.18,12,7
2,1.3,28,186,0.99211,3.31,10.8,5
2,3.9,52,158,0.99202,3.35,10.7,7
2,4.2,52,158,0.992,3.35,10.7,7
2,7.6,37,107,0.99332,3.12,10.7,7
2,1,40,123,0.98958,3.12,12.1,7
2,1.1,55,108,0.98939,3,11.9,7
2,11.8,54,137,0.99492,3.18,10.8,6
2,1.4,65,169,0.99043,3.59,12.3,7
2,9.7,49,226,0.99787,3.3,9.4,6
2,12.9,32,88,0.99654,3.2,9.9,6
2,1.6,29,140,0.99304,3.35,10.4,7
2,7.2,28,137,0.9952,3.35,10.4,6
2,7.1,37,122,0.99165,3.15,12.6,7
2,1.9,31,69,0.9892,2.93,12.5,6
2,8.8,35,167,0.99628,3.04,9.4,5
2,7.2,41,151,0.99604,3.11,9.2,5
2,1.4,30,90,0.99164,3.27,11.2,6
2,14.3,27,149,0.998,2.91,9.2,6
2,14.3,27,149,0.998,2.91,9.2,6
2,8.8,35,167,0.99628,3.04,9.4,5
2,1.4,30,90,0.99164,3.27,11.2,6
2,1.8,31,114,0.99226,3.27,10.8,6
2,14.3,27,149,0.998,2.91,9.2,6
2,7.2,41,151,0.99604,3.11,9.2,5
2,1.2,11,95,0.98914,2.96,12.5,6
2,11.8,66,188,0.99794,3,9.3,5
2,0.9,20,117,0.99048,3.21,11.4,5
2,12.6,48,118,0.99726,3.04,10,7
2,26.05,27,122,1.00295,3.06,10.6,6
2,4.7,108,168,0.99278,3.07,10.7,7
2,12.6,48,118,0.99726,3.04,10,7
2,1.2,11,95,0.98914,2.96,12.5,6
2,26.05,27,122,1.00295,3.06,10.6,6
2,6.1,12,93,0.99054,3.19,12.8,7
2,11.8,66,188,0.99794,3,9.3,5
2,0.9,20,117,0.99048,3.21,11.4,5
2,5.6,61,183,0.99459,3.24,9.5,5
2,5.3,57,181,0.99459,3.24,9.5,6
2,5.7,61,172,0.9946,3.24,9.5,6
2,8,21,124,0.99362,3.06,10.8,6
2,8,21,124,0.99362,3.06,10.8,6
2,17.6,34,125,0.99966,3.2,8.8,6
2,8,21,124,0.99362,3.06,10.8,6
2,8.8,57,156,0.99442,3.08,11,7
2,1.5,33,96,0.98918,3.29,12.4,6
2,1.4,12,66,0.99089,3.25,11.3,7
2,4.8,23,127,0.99474,3.12,11.2,7
2,2.4,34,89,0.99008,3.24,12.5,7
2,3.7,32,99,0.99348,3.12,10,6
2,4.9,42,130,0.99283,3.12,11,6
2,5.7,56,152,0.99398,3.16,10.5,6
2,5.7,56,152,0.99398,3.16,10.5,6
2,4.9,42,130,0.99283,3.12,11,6
2,2,30,133,0.9908,3.12,11.4,7
2,5.1,50,139,0.99165,3.16,11.3,6
2,4.5,10,73,0.99076,2.97,12.2,7
2,3.2,31,95,0.98942,2.9,12.6,7
2,6.65,30,138,0.99244,2.9,11.1,5
2,1.6,34,126,0.99058,3.26,12.3,6
2,4,6,122,0.99255,2.92,10.4,4
2,17.75,51,190,0.99916,3.13,8.8,6
2,1.4,17,109,0.99306,3.27,9.5,6
2,17.75,51,190,0.99916,3.13,8.8,6
2,7.2,17,109,0.99498,3.42,10.4,6
2,5.7,27,130,0.99,3.11,13,7
2,8.5,25,191,0.99338,3.16,12.2,7
2,11.4,49,128,0.99456,3.03,10.5,8
2,5.4,41,149,0.9926,3.33,10.8,7
2,2.7,34,128,0.98856,3.2,13.2,8
2,4.3,46,115,0.98946,3.16,13,8
2,1.2,26,152,0.99346,3.5,10,6
2,1.8,11,76,0.99268,3.42,10.4,4
2,1.3,59,145,0.98944,3.16,12.4,6
2,5.7,54,155,0.98976,3.27,12.9,8
2,2.7,34,128,0.98856,3.2,13.2,8
2,11.7,61,152,0.99523,3.02,10.5,7
2,4.3,46,115,0.98946,3.16,13,8
2,11,2,82,0.99402,3.07,11.2,5
2,1.6,41,102,0.98916,3.41,12.7,7
2,11.6,61,155,0.99655,3.14,9.4,6
2,6.2,29,95,0.99071,3.03,12.9,7
2,1.8,26,74,0.98889,2.96,13,8
2,1.2,25,93,0.98742,3.31,13.6,7
2,1,26,112,0.99336,3.32,9.1,5
2,2.4,42,166,0.992,3.25,10.4,6
2,1.2,25,93,0.98742,3.31,13.6,7
2,8.2,29,169,0.99275,3.28,12.2,6
2,18.8,19,111,1.00044,3.1,8.7,5
2,9.6,19,105,0.99444,3.04,10.5,7
2,12.9,79.5,183,0.99742,3.24,10.2,6
2,9.2,37,122,0.99228,3.06,12.5,8
2,1.2,39,122,0.99058,3.11,11.3,7
2,12.9,79.5,183,0.99742,3.24,10.2,6
2,8,33,122,0.99164,3.13,12.6,7
2,12.9,79.5,183,0.99742,3.24,10.2,6
2,1.6,27,177,0.99438,3.09,9.8,5
2,12,39,98,0.99402,3.15,10.8,5
2,2.5,41,186,0.99128,3.32,12.5,6
2,9.2,37,122,0.99228,3.06,12.5,8
2,4.4,37,150,0.991,3.3,11.5,7
2,8.8,23,112,0.9931,2.98,11.4,6
2,9.6,19,105,0.99444,3.04,10.5,7
2,8,33,122,0.99164,3.13,12.6,7
2,18.8,19,111,1.00044,3.1,8.7,5
2,1.3,61,146,0.99112,3.17,11,6
2,1.2,39,122,0.99058,3.11,11.3,7
2,12.9,79.5,182,0.99742,3.24,10.2,6
2,1.2,32,96,0.98961,3.06,11.6,6
2,1.6,27,177,0.99438,3.09,9.8,5
2,1.5,24,145,0.99344,3.1,10.1,5
2,18.15,23,139,0.99904,3.06,9.2,5
2,13.1,26,180,0.99884,3.05,9.1,6
2,13.1,26,180,0.99884,3.05,9.1,6
2,13.1,26,180,0.99884,3.05,9.1,6
2,13.1,26,180,0.99884,3.05,9.1,6
2,1,45,79,0.98949,2.96,11.7,6
2,1.6,29,114,0.99014,3.23,12.6,6
2,11.8,61,183,0.99786,2.86,9,5
2,1.4,53,141,0.99206,3.12,10.1,5
2,1,5,9,0.98722,3.3,13.6,5
2,13.1,26,180,0.99884,3.05,9.1,6
2,10.6,57,159,0.99666,3.09,9.2,5
2,10.4,45,190,0.99754,3.12,8.8,5
2,1.1,34,95,0.99272,2.83,10,4
2,7.4,20,196,0.99712,3.47,9.1,6
2,1.2,29,182,0.99104,3.04,11.2,5
2,3.4,20,119,0.99373,3.11,9.2,6
2,18.15,23,139,0.99904,3.06,9.2,5
2,8,54,200,0.9956,3.18,9.5,5
2,2.5,40,152,0.99095,3.35,11.9,7
2,2,28,138,0.99382,3.11,9.8,5
2,2,29,134,0.99382,3.11,9.8,5
2,6.9,46,150,0.99299,3.36,10.8,7
2,1.2,29,122,0.99048,3.37,11.3,6
2,9.4,13,121,0.99254,3.17,12.1,6
2,2.9,22,111,0.9902,3.38,11.3,7
2,6.9,46,150,0.99299,3.36,10.8,7
2,5.4,21,75,0.99012,3.36,13.5,7
2,1.3,11,126,0.99293,3.28,10.3,5
2,20.8,58,184,1.00022,3.11,9,6
2,10.3,51,166,0.99382,3.08,11.6,6
2,1.3,11,126,0.99293,3.28,10.3,5
2,1.6,39,116,0.98954,3.21,12.5,6
2,13.1,28,125,0.99936,3.39,8.6,5
2,1.8,34,74,0.9884,3.19,13.4,6
2,8,18,88,0.99144,3.22,12.7,4
2,1.6,65,120,0.99324,2.97,9.2,5
2,1.4,18,135,0.99174,3.32,10.2,6
2,14.7,29,149,0.99792,2.96,9,7
2,14.7,29,149,0.99792,2.96,9,7
2,14.7,29,149,0.99792,2.96,9,7
2,14.7,29,149,0.99792,2.96,9,7
2,14.7,29,149,0.99792,2.96,9,7
2,14.7,29,149,0.99792,2.96,9,7
2,14.7,29,149,0.99792,2.96,9,7
2,1.8,45,121,0.99043,3.02,11.9,5
2,10.6,67,194,0.99654,2.89,9,6
2,12.5,47,134,0.99758,3.3,9,5
2,6.8,40,143,0.99374,3.43,11,6
2,14.7,29,149,0.99792,2.96,9,7
2,2.9,10,108,0.99243,3.28,10,5
2,1.4,25,184,0.99216,3.29,10.7,5
2,1.4,24,183,0.99215,3.29,10.7,5
2,2.1,29,130,0.98953,3.39,13.4,8
2,7.4,47,124,0.99278,2.99,11,6
2,2.9,10,108,0.99243,3.28,10,5
2,1.4,25,184,0.99216,3.29,10.7,5
2,1.4,24,183,0.99215,3.29,10.7,5
2,7.4,47,124,0.99278,2.99,11,6
2,5,31,101,0.99186,2.99,11,6
2,2.5,22,98,0.99072,3.16,11.1,7
2,6.1,10,40,0.99244,2.79,10.9,5
2,2.7,22,80,0.99084,3.03,11.5,5
2,2.1,29,130,0.98953,3.39,13.4,8
2,12.9,59,186,0.99754,3.08,9.4,5
2,12.9,59,186,0.99754,3.08,9.4,5
2,12.9,59,186,0.99754,3.08,9.4,5
2,13.7,53,134,0.99567,3.17,10.6,6
2,12.9,59,186,0.99754,3.08,9.4,5
2,2.4,15,143,0.99094,3.03,12,4
2,9.8,61,125,0.99532,3.14,10.2,6
2,13.7,53,134,0.99567,3.17,10.6,6
2,1.3,65,100,0.9874,3.26,13.5,5
2,12.1,61,248,0.99794,3.31,9.7,5
2,6.1,41,103,0.99122,3.24,12.2,6
2,7.7,29,135,0.99226,3.11,12.3,5
2,6.1,41,103,0.99122,3.24,12.2,6
2,1.4,38,100,0.99099,3.42,11.4,7
2,7.7,31,97,0.99134,3.2,12.7,7
2,12.1,61,248,0.99794,3.31,9.7,5
2,6.8,31,113,0.99338,3.13,10.8,6
2,9.2,23,96,0.9938,3.08,11,6
2,8.3,52,196,0.9955,3.18,9.5,5
2,17.4,29,140,0.99776,3.2,10.1,6
2,2.7,11,100,0.98964,3.46,13.2,7
2,12.8,61.5,182,0.99808,3.02,8.8,5
2,8.2,54,201,0.99551,3.18,9.5,5
2,8.1,53,202,0.99548,3.18,9.5,5
2,8.2,52,191,0.99541,3.16,9.5,6
2,8.3,52,196,0.9955,3.18,9.5,5
2,8,46,197,0.99536,3.18,9.5,5
2,11.8,53,133,0.99524,3.03,10.4,6
2,12,63,170,0.9961,3.14,9.9,6
2,1.7,22,113,0.99224,3.22,10,5
2,17.4,29,140,0.99776,3.2,10.1,6
2,13.9,33,95,0.99702,3.17,9.4,6
2,10.7,13,91,0.99657,3.03,9.3,5
2,2,21,138,0.99176,3.05,10.9,5
2,2.2,21,177,0.99166,3.2,11.4,5
2,1.3,7,49,0.99242,2.99,10.3,5
2,1.1,20,57,0.99109,3.02,11,6
2,2,21,138,0.99176,3.05,10.9,5
2,6.4,16,111,0.99278,2.99,10.8,6
2,1.3,7,49,0.99242,2.99,10.3,5
2,1.1,20,57,0.99109,3.02,11,6
2,10.7,13,91,0.99657,3.03,9.3,5
2,6.4,7,113,0.99358,2.96,10.2,5
2,6.3,7,109,0.99358,2.96,10.2,6
2,6.4,16,111,0.99278,2.99,10.8,6
2,15.1,42,162,0.99705,3.24,10.5,3
2,2,23,156,0.9912,3.13,11.1,5
2,2,21,138,0.99176,3.05,10.9,5
2,2.2,21,177,0.99166,3.2,11.4,5
2,12.1,31,149,0.99677,3.22,10.3,5
2,8.8,18,106,0.99172,3.28,12.9,7
2,8.8,28,131,0.9953,3.12,9.9,5
2,5.1,43,131,0.99186,3.24,11.3,6
2,6.8,36,120,0.99188,3.38,11.5,6
2,6.8,36,120,0.99188,3.38,11.5,6
2,3.7,34,132,0.99158,3,10.7,5
2,12.2,52,139,0.99522,3.03,10.4,6
2,5.7,39,204,0.99176,3.17,12.5,6
2,8.1,48,197,0.99558,3.19,9.5,5
2,2.5,31,104,0.9911,3.05,11.3,7
2,4,12,88,0.99016,3.26,13,6
2,6.8,36,120,0.99188,3.38,11.5,6
2,1,13,99,0.98956,3.22,11.5,5
